"","id","date","country","hazard_type","fatalities","injuries","population_affected","country_code","latitude","longitude","count_nearby_earthquakes","closest_earthquake","average_elevation","country_recent_rainfall_mm","city","latitude_city","longitude_city"
"190",5676,2013-12-06,"Brazil","landslide",NA,1,272691,"BR",-22.5195,-43.2003,12,1255.77461273183,819,NA,"Petropolis",-22.505,-43.17861
"191",5679,2013-12-07,"Brazil","landslide",16,NA,11169,"BR",-12.3546,-40.9044,11,624.3235327028,179,NA,"Caninde de Sao Francisco",-9.66,-37.78944
"192",5685,2013-12-10,"Brazil","landslide",NA,NA,19012,"BR",-29.4478,-51.346,50,487.086931328679,775,NA,"Lapao",-11.38333,-41.83194
"193",5686,2013-12-10,"Brazil","landslide",NA,NA,147281,"BR",-22.8213,-43.3991,17,587.644072822439,27,NA,"Nilopolis",-22.8075,-43.41389
"194",5688,2013-12-11,"Brazil","landslide",NA,NA,272691,"BR",-22.5444,-43.2087,11,1243.72995907371,659,NA,"Ponta Pora",-22.53611,-55.72556
"195",5689,2013-12-11,"Brazil","landslide",NA,2,147281,"BR",-22.9011,-43.4438,23,528.835426879853,341,NA,"Independencia",-5.39639,-40.30861
"196",5692,2013-12-13,"Brazil","landslide",0,NA,54846,"BR",-22.8267,-43.6221,22,619.328929911163,542,NA,"Piritiba",-11.73028,-40.55528
"197",5695,2013-12-17,"Brazil","landslide",6,NA,6902,"BR",-18.7913,-42.3753,10,717.857670689324,287,NA,"Araguaiana",-15.73389,-51.83139
"198",5696,2013-12-17,"Brazil","landslide",NA,NA,6902,"BR",-18.7913,-42.3753,10,717.857670689324,287,NA,"Araguaiana",-15.73389,-51.83139
"199",5703,2013-12-21,"Brazil","landslide",1,NA,8201,"BR",-19.6168,-40.8262,18,515.659630175554,927,NA,"Barroso",-21.18694,-43.97583
"200",5706,2013-12-21,"Brazil","landslide",NA,NA,19292,"BR",-19.5378,-40.949,20,428.483239785679,838,NA,"Correia Pinto",-27.58472,-50.36111
"201",5707,2013-12-21,"Brazil","landslide",NA,NA,8201,"BR",-19.6528,-40.8424,21,300.026311257488,927,NA,"Barroso",-21.18694,-43.97583
"202",5710,2013-12-22,"Brazil","landslide",NA,NA,55122,"BR",-20.4337,-40.4598,83,63.2551767189751,438,NA,"Ponte Nova",-20.41639,-42.90861
"203",5724,2013-12-25,"Brazil","landslide",1,1,470193,"BR",-21.7303,-43.3987,17,661.178622210572,378,NA,"Aguas Belas",-9.11139,-37.12306
"204",6057,2014-06-14,"Brazil","landslide",0,0,763043,"BR",-5.7897,-35.1916,10,922.308670325313,32,NA,"Natal",-5.795,-35.20944
"205",6059,2014-06-15,"Brazil","landslide",0,0,763043,"BR",-5.8141,-35.2059,11,925.829529579606,32,NA,"Natal",-5.795,-35.20944
"206",6085,2014-06-23,"United States","landslide",0,0,763043,"BR",-5.7946,-35.1888,10,949.416598617564,32,NA,"Natal",-5.795,-35.20944
"207",6591,2014-01-04,"","landslide",0,0,78050,"BR",-1.7225,-48.8907,76,282.875208830048,9,1784.91666666667,"Abaetetuba",-1.71806,-48.8825
"208",6849,2015-03-07,"","landslide",3,0,98989,"BR",-23.4499,-46.923,71,98.3315416115385,711,NA,"Santana de Parnaiba",-23.44417,-46.91778
"209",7050,2015-05-20,"","landslide",1,1,2711840,"BR",-12.9774,-38.5147,10,1111.33179682563,10,NA,"Salvador",-12.97111,-38.51083
"210",7118,2015-04-27,"","landslide",7,0,2711840,"BR",-12.9828,-38.4837,12,927.674156234956,10,NA,"Salvador",-12.97111,-38.51083
"211",7119,2015-04-27,"","landslide",7,0,2711840,"BR",-12.9379,-38.4764,11,958.205232292648,123,NA,"Eirunepe",-6.66028,-69.87361
"212",8910,2015-11-01,"","landslide",17,50,63678,"BR",-20.3996,-43.465,83,30.2400594887463,1201,NA,"Ouro Preto",-20.39484,-43.50517
"213",9381,2016-03-10,"","landslide",4,7,54415,"BR",-23.3025,-46.5551,64,230.996673986147,11,NA,"Areia Branca",-4.95611,-37.13694
"214",9382,2016-03-10,"","landslide",9,12,171790,"BR",-23.2789,-46.7392,63,260.627855046885,803,NA,"Francisco Morato",-23.28167,-46.74528
