city_name	latitude	longitude	feature_class	feature_code	country_code	population	elevation	average_elevation	timezone		
Babasakhib	31.66144	65.66098	P	PPLA2	AF	0		1014	Asia/Kabul		
Chandal Ba'i	34.58469	68.95524	P	PPLA2	AF	0		2304	Asia/Kabul		
Dahan-e Jarf	34.92891	68.46273	P	PPLA2	AF	0		2306	Asia/Kabul		
Maydanshakhr	34.39561	68.86618	P	PPLA	AF	1600		2206	Asia/Kabul		
Du Lainah	34.15599	64.78566	P	PPLA2	AF	0		2619	Asia/Kabul		
Qaram Qol	36.83006	65.04299	P	PPLA2	AF	0		334	Asia/Kabul		
Pul-e Hisar	35.61794	69.47134	P	PPLA2	AF	0		1979	Asia/Kabul		
Lab-Sar	36.02634	66.83799	P	PPL	AF	1068		1011	Asia/Kabul		
Taqchah Khanah	36.61922	69.62805	P	PPLA2	AF	0		1071	Asia/Kabul		
March	37.52845	70.4482	P	PPLA2	AF	0		1607	Asia/Kabul		
Ziraki	37.59233	70.55814	P	PPLA2	AF	0		2475	Asia/Kabul		
Aliabad	36.52115	68.89985	P	PPLA2	AF	0		426	Asia/Kabul		
Pas Pul	37.47355	70.61617	P	PPLA2	AF	0		2143	Asia/Kabul		
Qal`ah-ye Na`im	34.39951	69.16705	P	PPLA2	AF	0		1819	Asia/Kabul		
Markaz-e Woluswali-ye Achin	34.12583	70.70778	P	PPL	AF	15098		972	Asia/Kabul		
Manogay	34.99015	70.91302	P	PPLA2	AF	0		1042	Asia/Kabul		
Ster Giyan	32.97704	69.37308	P	PPLA2	AF	0		2132	Asia/Kabul		
Sharan	33.17568	68.73045	P	PPLA	AF	2200		2145	Asia/Kabul		
Salam Khel	33.67067	69.32983	P	PPLA2	AF	0		2417	Asia/Kabul		
Saint John's	17.11717	-61.84573	P	PPLC	AG	24226		4	America/Antigua		
Potters Village	17.08333	-61.81667	P	PPL	AG	1433		36	America/Antigua		
Piggotts	17.11667	-61.8	P	PPLA	AG	1878		11	America/Antigua		
Parham	17.09682	-61.77046	P	PPLA	AG	969		18	America/Antigua		
Liberta	17.03333	-61.78333	P	PPL	AG	1668		92	America/Antigua		
Falmouth	17.02741	-61.78136	P	PPLA	AG	619		25	America/Antigua		
Codrington	17.63333	-61.83333	P	PPLA	AG	1325		6	America/Antigua		
Bolands	17.06565	-61.87466	P	PPLA	AG	1657		9	America/Antigua		
All Saints	17.06671	-61.79303	P	PPL	AG	2526		60	America/Antigua		
West End Village	18.17191	-63.14941	P	PPLA	AI	0		-9999	America/Anguilla		
The Valley	18.21704	-63.05783	P	PPLC	AI	2035	7	19	America/Anguilla		
The Quarter	18.20799	-63.04178	P	PPLA	AI	0		-9999	America/Anguilla		
Farrington	18.215	-63.02238	P	PPLA	AI	0		-9999	America/Anguilla		
Stoney Ground	18.22026	-63.04607	P	PPLA	AI	0		1	America/Anguilla		
South Hill Village	18.19201	-63.08779	P	PPLA	AI	0		1	America/Anguilla		
Sandy Ground Village	18.20118	-63.08998	P	PPLA	AI	274		1	America/Anguilla		
North Side	18.22919	-63.04401	P	PPLA	AI	0		1	America/Anguilla		
North Hill Village	18.20542	-63.07847	P	PPLA	AI	0		1	America/Anguilla		
Island Harbour	18.25601	-63.0102	P	PPLA	AI	0		1	America/Anguilla		
George Hill	18.19939	-63.0665	P	PPLA	AI	0		-9999	America/Anguilla		
East End Village	18.23333	-63	P	PPLA	AI	0		-9999	America/Anguilla		
Blowing Point Village	18.17648	-63.09375	P	PPLA	AI	942		1	America/Anguilla		
Sandy Hill	18.22104	-63.01329	P	PPLA	AI	0		-9999	America/Anguilla		
Xarre	39.72833	20.05444	P	PPLA3	AL	0		8	Europe/Tirane		
Sarande	39.87556	20.00528	P	PPLA2	AL	15147		32	Europe/Tirane		
Mesopotam	39.91028	20.09222	P	PPLA3	AL	0		47	Europe/Tirane		
Markat	39.73278	20.19528	P	PPLA3	AL	0		472	Europe/Tirane		
Livadhja	39.78917	20.12194	P	PPLA3	AL	0		35	Europe/Tirane		
Konispol	39.65889	20.18139	P	PPLA3	AL	1349		382	Europe/Tirane		
Kakavije	39.90778	20.35833	P	PPLA3	AL	0		341	Europe/Tirane		
Finiq	39.90639	20.05833	P	PPLA3	AL	0		37	Europe/Tirane		
Dhiver	39.83611	20.16861	P	PPLA3	AL	0		382	Europe/Tirane		
Delvine	39.95111	20.09778	P	PPLA2	AL	3916		200	Europe/Tirane		
Aliko	39.85861	20.07917	P	PPLA3	AL	0		33	Europe/Tirane		
Bucimas	40.89139	20.68139	P	PPLA3	AL	0		703	Europe/Tirane		
Zhepe	40.67778	20.28694	P	PPLA3	AL	0		801	Europe/Tirane		
Zerqan	41.50222	20.36056	P	PPLA3	AL	0		725	Europe/Tirane		
Zavaline	40.98083	20.28083	P	PPLA3	AL	0		844	Europe/Tirane		
Zapod	42.05056	20.5525	P	PPLA3	AL	0		1198	Europe/Tirane		
Zall-Rec	41.87611	20.32	P	PPLA3	AL	0		488	Europe/Tirane		
Zall-Dardhe	41.80667	20.33611	P	PPLA3	AL	0		397	Europe/Tirane		
Xiber-Murrize	41.45472	20.02556	P	PPLA3	AL	0		842	Europe/Tirane		
Vreshtas	40.79694	20.77694	P	PPLA3	AL	0		818	Europe/Tirane		
Voskopoje	40.63306	20.58889	P	PPLA3	AL	0		1199	Europe/Tirane		
Voskop	40.61194	20.69028	P	PPLA3	AL	0		893	Europe/Tirane		
Vithkuq	40.525	20.5825	P	PPLA3	AL	0		1253	Europe/Tirane		
Vithkuq	40.20472	20.25944	P	PPLA3	AL	0		675	Europe/Tirane		
Vertop	40.62889	20.05389	P	PPLA3	AL	0		167	Europe/Tirane		
Vergo	40.00667	20.00889	P	PPLA3	AL	0		234	Europe/Tirane		
Vendresha e Vogel	40.50722	20.13472	P	PPLA3	AL	0		679	Europe/Tirane		
Velcan	40.95472	20.46222	P	PPLA3	AL	0		1023	Europe/Tirane		
Ujmisht	41.90833	20.34694	P	PPLA3	AL	0		594	Europe/Tirane		
Udenisht	40.96333	20.63917	P	PPLA3	AL	0		743	Europe/Tirane		
Tunje	40.83417	20.11194	P	PPLA3	AL	0		597	Europe/Tirane		
Tregan	41.02472	20.07833	P	PPLA3	AL	0		259	Europe/Tirane		
Trebisht-Mucine	41.41111	20.53556	P	PPLA3	AL	0		790	Europe/Tirane		
Trebinje	40.91333	20.55306	P	PPLA3	AL	0		898	Europe/Tirane		
Topojan	40.37722	20.21333	P	PPLA3	AL	0		648	Europe/Tirane		
Tomin	41.69083	20.42167	P	PPLA3	AL	0		686	Europe/Tirane		
Tepelene	40.29583	20.01917	P	PPLA2	AL	11955		212	Europe/Tirane		
Surroj	41.99222	20.34417	P	PPLA3	AL	0		595	Europe/Tirane		
Sult	40.88472	20.09944	P	PPLA3	AL	0		439	Europe/Tirane		
Suke	40.37528	20.15472	P	PPLA3	AL	0		259	Europe/Tirane		
Suc	41.57694	20.05139	P	PPLA3	AL	0		281	Europe/Tirane		
Stravaj	41.00528	20.42306	P	PPLA3	AL	0		729	Europe/Tirane		
Stebleve	41.33722	20.47	P	PPLA3	AL	0		1148	Europe/Tirane		
Sllove	41.80111	20.40833	P	PPLA3	AL	0		914	Europe/Tirane		
Skore	40.10722	20.36639	P	PPLA3	AL	0		790	Europe/Tirane		
Skenderbegas	40.77611	20.24056	P	PPLA3	AL	0		521	Europe/Tirane		
Shushice	41.0975	20.14833	P	PPLA3	AL	0		199	Europe/Tirane		
Shupenze	41.53	20.42361	P	PPLA3	AL	0		499	Europe/Tirane		
Shtiqen	42.04056	20.43417	P	PPLA3	AL	0		364	Europe/Tirane		
Shishtavec	41.98	20.60583	P	PPLA3	AL	0		1352	Europe/Tirane		
Shirgjan	41.05194	20.05333	P	PPLA3	AL	0		124	Europe/Tirane		
Shengjin	41.92611	20.18833	P	PPLA3	AL	0		916	Europe/Tirane		
Shenmeri	42.10417	20.23833	P	PPLA3	AL	0		409	Europe/Tirane		
Selishte	41.6275	20.27917	P	PPLA3	AL	0		743	Europe/Tirane		
Saraqinishte	40.10528	20.22944	P	PPLA3	AL	0		708	Europe/Tirane		
Rukaj	41.68361	20.01917	P	PPLA3	AL	0		332	Europe/Tirane		
Rajce	41.09028	20.57639	P	PPLA3	AL	0		694	Europe/Tirane		
Roshnik	40.73278	20.03944	P	PPLA3	AL	0		361	Europe/Tirane		
Qukes-Skenderbe	41.08389	20.43806	P	PPLA3	AL	0		556	Europe/Tirane		
Qestorat	40.1175	20.19972	P	PPLA3	AL	0		553	Europe/Tirane		
Qafemal	42.09333	20.09056	P	PPLA3	AL	0		754	Europe/Tirane		
Perrenjas-Fshat	41.06667	20.53528	P	PPL	AL	4015		586	Europe/Tirane		
Perrenjas	41.07306	20.54889	P	PPLA3	AL	0		591	Europe/Tirane		
Proptisht	40.98611	20.5025	P	PPLA3	AL	0		600	Europe/Tirane		
Proger	40.69417	20.94028	P	PPLA3	AL	0		842	Europe/Tirane		
Potom	40.48833	20.37333	P	PPLA3	AL	0		980	Europe/Tirane		
Porocan	40.94194	20.29861	P	PPLA3	AL	0		770	Europe/Tirane		
Polis-Gostime	41.13333	20.25833	P	PPLA3	AL	0		574	Europe/Tirane		
Polican	40.61222	20.09806	P	PPLA3	AL	10663		328	Europe/Tirane		
Pojan	40.72583	20.8375	P	PPLA3	AL	0		823	Europe/Tirane		
Pogradec	40.9025	20.6525	P	PPLA2	AL	0		702	Europe/Tirane		
Pishaj	40.88111	20.18278	P	PPLA3	AL	0		193	Europe/Tirane		
Pirg	40.785	20.70611	P	PPLA3	AL	0		871	Europe/Tirane		
Gjinkar	40.19944	20.40611	P	PPL	AL	3243		311	Europe/Tirane		
Petran	40.20944	20.41833	P	PPLA3	AL	0		271	Europe/Tirane		
Peshkopi	41.685	20.42889	P	PPLA	AL	14848		660	Europe/Tirane		
Permet	40.23361	20.35167	P	PPLA2	AL	10686		244	Europe/Tirane		
Ostreni i Math	41.43083	20.45556	P	PPLA3	AL	0		927	Europe/Tirane		
Orosh	41.83333	20.08333	P	PPLA3	AL	0		746	Europe/Tirane		
Orenje	41.28472	20.21194	P	PPLA3	AL	0		802	Europe/Tirane		
Odrie	40.13333	20.16667	P	PPLA3	AL	0		286	Europe/Tirane		
Novosele	40.76139	20.69833	P	PPLA3	AL	0		936	Europe/Tirane		
Picar	40.16667	20.04833	P	PPLA3	AL	0		295	Europe/Tirane		
Mollas	40.92694	20.00361	P	PPLA3	AL	0		110	Europe/Tirane		
Mollas	40.42556	20.67444	P	PPLA3	AL	0		969	Europe/Tirane		
Mollaj	40.56028	20.74028	P	PPLA3	AL	0		893	Europe/Tirane		
Miras	40.50917	20.92833	P	PPLA3	AL	0		967	Europe/Tirane		
Melan	41.65417	20.46528	P	PPLA3	AL	0		812	Europe/Tirane		
Martanesh	41.4	20.2	P	PPLA3	AL	0		905	Europe/Tirane		
Maqellare	41.58889	20.48306	P	PPLA3	AL	0		617	Europe/Tirane		
Maliq	40.70583	20.69972	P	PPLA3	AL	3735		844	Europe/Tirane		
Macukull	41.68861	20.11028	P	PPLA3	AL	0		1062	Europe/Tirane		
Lunik	41.28917	20.32361	P	PPLA3	AL	0		668	Europe/Tirane		
Llugaj	42.34139	20.10861	P	PPLA3	AL	0		245	Europe/Tirane		
Lis	41.6275	20.08528	P	PPLA3	AL	0		491	Europe/Tirane		
Liqenas	40.78667	20.90222	P	PPLA3	AL	0		861	Europe/Tirane		
Librazhd	41.17944	20.315	P	PPLA2	AL	0		251	Europe/Tirane		
Libonik	40.70444	20.70861	P	PPLA3	AL	0		832	Europe/Tirane		
Libohove	40.03111	20.26306	P	PPLA3	AL	3651		406	Europe/Tirane		
Leskovik	40.15139	20.59722	P	PPLA3	AL	2655		909	Europe/Tirane		
Leshnje	40.53694	20.31333	P	PPLA3	AL	0		1098	Europe/Tirane		
Lenias	40.76667	20.39139	P	PPLA3	AL	0		986	Europe/Tirane		
Lekas	40.60222	20.5125	P	PPLA3	AL	0		1010	Europe/Tirane		
Lazarat	40.04667	20.1475	P	PPLA3	AL	0		457	Europe/Tirane		
Labinot-Mal	41.20083	20.15222	P	PPLA3	AL	0		823	Europe/Tirane		
Labinot-Fushe	41.14056	20.14611	P	PPLA3	AL	0		165	Europe/Tirane		
Kushove	40.78889	20.18889	P	PPLA3	AL	0		306	Europe/Tirane		
Kurbnesh	41.77972	20.08361	P	PPL	AL	1429		745	Europe/Tirane		
Kukur	40.86778	20.36361	P	PPLA3	AL	0		797	Europe/Tirane		
Kukes	42.07694	20.42194	P	PPLA	AL	17832		351	Europe/Tirane		
Kthella e Eperme	41.81194	20.05889	P	PPLA3	AL	0		600	Europe/Tirane		
Krume	42.19694	20.41333	P	PPLA2	AL	0		462	Europe/Tirane		
Korce	40.61861	20.78083	P	PPLA	AL	58259		869	Europe/Tirane		
Kolsh	42.07806	20.34194	P	PPLA3	AL	0		499	Europe/Tirane		
Kodovjat	40.80556	20.25111	P	PPLA3	AL	0		276	Europe/Tirane		
Klos	41.50694	20.08667	P	PPLA3	AL	683		257	Europe/Tirane		
Klos	40.94611	20.00972	P	PPLA3	AL	0		109	Europe/Tirane		
Kelcyre	40.31306	20.18944	P	PPLA3	AL	4900	205	178	Europe/Tirane		
Kastriot	41.72944	20.37722	P	PPLA3	AL	0		562	Europe/Tirane		
Kardhiq	40.12167	20.0275	P	PPLA3	AL	0		491	Europe/Tirane		
Kalis	41.83889	20.36667	P	PPLA3	AL	0		762	Europe/Tirane		
Iballe	42.1875	20.0025	P	PPLA3	AL	0		765	Europe/Tirane		
Hotolisht	41.15667	20.39722	P	PPLA3	AL	0		656	Europe/Tirane		
Hocisht	40.60833	20.91417	P	PPLA3	AL	0		919	Europe/Tirane		
Gramsh	40.86972	20.18444	P	PPLA2	AL	11556		200	Europe/Tirane		
Gostime	41.14556	20.24	P	PPLA3	AL	0		309	Europe/Tirane		
Golaj	42.2475	20.38028	P	PPLA3	AL	0		496	Europe/Tirane		
Gjorica e Siperme	41.53444	20.45	P	PPLA3	AL	0		462	Europe/Tirane		
Gjirokaster	40.07583	20.13889	P	PPLA	AL	23437		286	Europe/Tirane		
Gjinar	41.0225	20.18889	P	PPLA3	AL	0		764	Europe/Tirane		
Gjinaj	42.11806	20.43583	P	PPLA3	AL	0		705	Europe/Tirane		
Gjergjan	41.04306	20.02972	P	PPLA3	AL	0		134	Europe/Tirane		
Gjegjan	41.93778	20.01111	P	PPLA3	AL	0		369	Europe/Tirane		
Fushe-Muhurr	41.67972	20.33139	P	PPLA3	AL	0		411	Europe/Tirane		
Fushe-Lure	41.80611	20.23194	P	PPLA3	AL	0		1065	Europe/Tirane		
Fushe-Cidhne	41.76056	20.34111	P	PPLA3	AL	0		401	Europe/Tirane		
Fushe-Bulqize	41.52194	20.28222	P	PPLA3	AL	0		678	Europe/Tirane		
Fushe-Arrez	42.06222	20.01667	P	PPLA3	AL	2438		533	Europe/Tirane		
Frasher	40.36889	20.42444	P	PPLA3	AL	0		1013	Europe/Tirane		
Fierze	42.26056	20.01694	P	PPLA3	AL	0		303	Europe/Tirane		
Fajze	42.16694	20.35083	P	PPLA3	AL	0		428	Europe/Tirane		
Erseke	40.33778	20.67889	P	PPLA2	AL	7890		1021	Europe/Tirane		
Elbasan	41.1125	20.08222	P	PPLA	AL	100903		128	Europe/Tirane		
Drenove	40.58333	20.79222	P	PPLA3	AL	0		954	Europe/Tirane		
Dishnice	40.65139	20.81361	P	PPLA3	AL	0		877	Europe/Tirane		
Dervician	40.0325	20.17333	P	PPLA3	AL	0		241	Europe/Tirane		
Derjan	41.67361	20.05833	P	PPLA3	AL	0		477	Europe/Tirane		
Gjerbes	40.62917	20.25111	P	PPLA3	AL	0		821	Europe/Tirane		
Corovode	40.50417	20.22722	P	PPLA2	AL	14046		320	Europe/Tirane		
Clirim	40.4175	20.55028	P	PPLA3	AL	0		1148	Europe/Tirane		
Cerava	40.85139	20.725	P	PPLA3	AL	0		805	Europe/Tirane		
Cepan	40.42056	20.26056	P	PPLA3	AL	0		817	Europe/Tirane		
Carshove	40.11806	20.54083	P	PPLA3	AL	0		328	Europe/Tirane		
Kokaj	41.87833	20.50472	P	PPLA3	AL	0		1278	Europe/Tirane		
Buz	40.445	20.00472	P	PPLA3	AL	0		747	Europe/Tirane		
Bushtrice	41.87861	20.42194	P	PPLA3	AL	0		841	Europe/Tirane		
Burrel	41.61028	20.00889	P	PPLA2	AL	15405		315	Europe/Tirane		
Bulqize	41.49167	20.22194	P	PPLA2	AL	11212		775	Europe/Tirane		
Bujan	42.32639	20.07639	P	PPLA3	AL	0		224	Europe/Tirane		
Bradashesh	41.105	20.0225	P	PPLA3	AL	0		112	Europe/Tirane		
Blinisht	41.86139	20	P	PPLA3	AL	0		342	Europe/Tirane		
Blerim	42.16056	20.19194	P	PPLA3	AL	0		608	Europe/Tirane		
Bilisht	40.6275	20.99	P	PPLA3	AL	7114		926	Europe/Tirane		
Bicaj	41.99472	20.4125	P	PPLA3	AL	0		464	Europe/Tirane		
Dardhas	40.84583	20.65722	P	PPLA3	AL	0		967	Europe/Tirane		
Barmash	40.27778	20.61833	P	PPLA3	AL	0		879	Europe/Tirane		
Ballaban	40.41667	20.13444	P	PPLA3	AL	0		322	Europe/Tirane		
Arren	41.91306	20.28833	P	PPLA3	AL	0		1054	Europe/Tirane		
Arras	41.73583	20.32417	P	PPLA3	AL	0		417	Europe/Tirane		
Fierze	42.26472	20.02694	P	PPLA3	AL	742		223	Europe/Tirane		
Bytyc	42.31	20.20278	P	PPLA3	AL	0		557	Europe/Tirane		
Librazhd-Qender	41.19694	20.33556	P	PPLA3	AL	12691		554	Europe/Tirane		
Funare	41.19639	20.05972	P	PPLA3	AL	0		729	Europe/Tirane		
Moglice	40.71806	20.43806	P	PPLA3	AL	0		1112	Europe/Tirane		
Bogove	40.57111	20.15	P	PPLA3	AL	0		197	Europe/Tirane		
Piskove	40.27917	20.2725	P	PPLA3	AL	0		202	Europe/Tirane		
Lukove	39.99222	19.91389	P	PPLA3	AL	0		229	Europe/Tirane		
Zharrez	40.70917	19.64972	P	PPLA3	AL	0		34	Europe/Tirane		
Zejmen	41.70778	19.68917	P	PPLA3	AL	0		8	Europe/Tirane		
Zall-Herr	41.38944	19.8275	P	PPLA3	AL	0		132	Europe/Tirane		
Zall-Bastar	41.42972	19.93028	P	PPLA3	AL	0		376	Europe/Tirane		
Xhafzotaj	41.34444	19.5475	P	PPLA3	AL	0		19	Europe/Tirane		
Vukatane	42.02806	19.54778	P	PPL	AL	1113	11	11	Europe/Tirane		
Vranisht	40.20972	19.69083	P	PPLA3	AL	0		327	Europe/Tirane		
Vore	41.39083	19.655	P	PPLA3	AL	4973		82	Europe/Tirane		
Vlore	40.46667	19.48972	P	PPLA	AL	89546		2	Europe/Tirane		
Velipoje	41.87833	19.40556	P	PPLA3	AL	0		1	Europe/Tirane		
Velabisht	40.70167	19.93222	P	PPLA3	AL	0		60	Europe/Tirane		
Vaqarr	41.29917	19.74417	P	PPLA3	AL	0		106	Europe/Tirane		
Ura Vajgurore	40.76889	19.87778	P	PPLA3	AL	4893		33	Europe/Tirane		
Ungrej	41.87528	19.79472	P	PPLA3	AL	0		253	Europe/Tirane		
Ulez	41.68278	19.89333	P	PPLA3	AL	4		162	Europe/Tirane		
Topoje	40.76306	19.43278	P	PPLA3	AL	0		3	Europe/Tirane		
Tirana	41.3275	19.81889	P	PPLC	AL	374801		113	Europe/Tirane		
Thumane	41.5475	19.67778	P	PPLA3	AL	0		14	Europe/Tirane		
Terbuf	41.04	19.61417	P	PPLA3	AL	0		7	Europe/Tirane		
Synej	41.18	19.5425	P	PPLA3	AL	0		13	Europe/Tirane		
Sukth	41.38056	19.53778	P	PPLA3	AL	0		13	Europe/Tirane		
Strum	40.75111	19.7375	P	PPLA3	AL	0		35	Europe/Tirane		
Sinje	40.64806	19.86806	P	PPLA3	AL	0		757	Europe/Tirane		
Sinaballaj	41.06889	19.69944	P	PPLA3	AL	0		54	Europe/Tirane		
Shkoder	42.06828	19.51258	P	PPLA	AL	88245		12	Europe/Tirane		
Shijak	41.34556	19.56722	P	PPLA3	AL	14138		34	Europe/Tirane		
Sheze	41.02417	19.81611	P	PPLA3	AL	0		46	Europe/Tirane		
Shenkoll	41.69083	19.65333	P	PPLA3	AL	0		6	Europe/Tirane		
Shengjin	41.81361	19.59389	P	PPL	AL	2698		1	Europe/Tirane		
Shengjergj	41.18333	19.53333	P	PPLA3	AL	0		7	Europe/Tirane		
Shales	40.99861	19.94778	P	PPLA3	AL	0		122	Europe/Tirane		
Nicaj-Shale	42.29944	19.805	P	PPLA3	AL	0		633	Europe/Tirane		
Sevaster	40.39639	19.72972	P	PPLA3	AL	0		339	Europe/Tirane		
Selite	41.63528	19.755	P	PPLA3	AL	0		637	Europe/Tirane		
Valbone	42.45139	19.89167	P	PPLA3	AL	0		932	Europe/Tirane		
Selenice	40.53056	19.63583	P	PPLA3	AL	6912		73	Europe/Tirane		
Ruzhdie	40.67083	19.69833	P	PPLA3	AL	0		268	Europe/Tirane		
Rubik	41.77444	19.78611	P	PPLA3	AL	2332		79	Europe/Tirane		
Rrogozhine	41.07639	19.66528	P	PPLA3	AL	5620		22	Europe/Tirane		
Rreshen	41.7675	19.87556	P	PPLA2	AL	10064		94	Europe/Tirane		
Rrashbull	41.32278	19.51028	P	PPLA3	AL	0		31	Europe/Tirane		
Rrasa e Siperme	40.96778	19.82111	P	PPLA3	AL	0		153	Europe/Tirane		
Rrape	42.04444	19.97056	P	PPLA3	AL	0		792	Europe/Tirane		
Roskovec	40.7375	19.70222	P	PPLA3	AL	6657		18	Europe/Tirane		
Remas	40.88639	19.51139	P	PPLA3	AL	0		1	Europe/Tirane		
Qerret	42.05306	19.83722	P	PPLA3	AL	0		652	Europe/Tirane		
Qelez	42.08972	19.895	P	PPLA3	AL	0		234	Europe/Tirane		
Puke	42.04444	19.89972	P	PPLA2	AL	6495		799	Europe/Tirane		
Progonat	40.21333	19.94472	P	PPLA3	AL	0		926	Europe/Tirane		
Preze	41.42722	19.67278	P	PPLA3	AL	0		230	Europe/Tirane		
Poshnje	40.78028	19.84417	P	PPLA3	AL	0		31	Europe/Tirane		
Portez	40.69917	19.57444	P	PPLA3	AL	0		58	Europe/Tirane		
Peza e Madhe	41.2175	19.69611	P	PPLA3	AL	0		116	Europe/Tirane		
Petrele	41.25306	19.85306	P	PPLA3	AL	0		298	Europe/Tirane		
Perparim	41.05	19.79917	P	PPLA3	AL	0		88	Europe/Tirane		
Perondi	40.77889	19.92306	P	PPLA3	AL	0		41	Europe/Tirane		
Peqin	41.04611	19.75111	P	PPLA2	AL	7513		52	Europe/Tirane		
Patos Fshat	40.64278	19.65083	P	PPL	AL	22679		157	Europe/Tirane		
Patos	40.68333	19.61944	P	PPLA3	AL	0		61	Europe/Tirane		
Paskuqan	41.35389	19.80667	P	PPLA3	AL	0		101	Europe/Tirane		
Paper	41.05167	19.96083	P	PPLA3	AL	0		85	Europe/Tirane		
Pajove	41.05472	19.8375	P	PPLA3	AL	0		63	Europe/Tirane		
Otllak	40.74389	19.93528	P	PPLA3	AL	0		42	Europe/Tirane		
Orikum	40.32528	19.47139	P	PPLA3	AL	2604		7	Europe/Tirane		
Novosele	40.625	19.46694	P	PPLA3	AL	0		6	Europe/Tirane		
Nikel	41.44417	19.74833	P	PPLA3	AL	0		59	Europe/Tirane		
Nicaj-Shosh	42.24444	19.75806	P	PPLA3	AL	0		776	Europe/Tirane		
Ngracan	40.64444	19.7925	P	PPLA3	AL	0		428	Europe/Tirane		
Ndroq	41.26389	19.65583	P	PPLA3	AL	0		65	Europe/Tirane		
Milot	41.68389	19.71556	P	PPLA3	AL	2157		23	Europe/Tirane		
Memaliaj	40.35167	19.98028	P	PPLA3	AL	4951		115	Europe/Tirane		
Mbrostar-Ure	40.75361	19.57944	P	PPLA3	AL	0		33	Europe/Tirane		
Manze	41.42861	19.59306	P	PPLA3	AL	0		49	Europe/Tirane		
Mamurras	41.5775	19.69222	P	PPLA3	AL	8282		25	Europe/Tirane		
Maminas	41.37917	19.6075	P	PPLA3	AL	0		44	Europe/Tirane		
Luzi i Vogel	41.1275	19.57389	P	PPLA3	AL	0		15	Europe/Tirane		
Lushnje	40.94194	19.705	P	PPLA2	AL	41469		22	Europe/Tirane		
Luftinje	40.44278	19.95444	P	PPLA3	AL	0		432	Europe/Tirane		
Libofshe	40.83444	19.55222	P	PPLA3	AL	0		7	Europe/Tirane		
Lezhe	41.78361	19.64361	P	PPLA	AL	18695		7	Europe/Tirane		
Levan	40.67611	19.48972	P	PPLA3	AL	0		12	Europe/Tirane		
Lekbibaj	42.29472	19.93167	P	PPLA3	AL	0		318	Europe/Tirane		
Lekaj	41.11444	19.60972	P	PPLA3	AL	0		34	Europe/Tirane		
Lac	41.63556	19.71306	P	PPLA2	AL	24825		33	Europe/Tirane		
Kute	40.47333	19.76639	P	PPLA3	AL	0		141	Europe/Tirane		
Kutalli	40.78389	19.78667	P	PPLA3	AL	0		23	Europe/Tirane		
Kurjan	40.7175	19.74556	P	PPLA3	AL	0		116	Europe/Tirane		
Kuman	40.72667	19.68667	P	PPLA3	AL	0		20	Europe/Tirane		
Kucove	40.80028	19.91667	P	PPLA2	AL	18166		58	Europe/Tirane		
Kuc	42.03972	19.52528	P	PPLA3	AL	0		9	Europe/Tirane		
Kryevidh	41.10056	19.5275	P	PPLA3	AL	0		119	Europe/Tirane		
Krutja e Poshtme	40.87194	19.68083	P	PPLA3	AL	0		10	Europe/Tirane		
Kruje	41.50917	19.79278	P	PPLA2	AL	21286		509	Europe/Tirane		
Krrabe	41.21556	19.97139	P	PPLA3	AL	1177		416	Europe/Tirane		
Krahes	40.43861	19.84444	P	PPLA3	AL	0		209	Europe/Tirane		
Kozare	40.83083	19.90056	P	PPLA3	AL	0		28	Europe/Tirane		
Kote	40.38944	19.60222	P	PPLA3	AL	0		82	Europe/Tirane		
Koplik	42.21361	19.43639	P	PPLA2	AL	4078		63	Europe/Tirane		
Kombesi	41.58167	19.98556	P	PPLA3	AL	0		317	Europe/Tirane		
Kolonje	40.82417	19.60389	P	PPLA3	AL	0		33	Europe/Tirane		
Kolc	41.78667	19.67611	P	PPLA3	AL	0		35	Europe/Tirane		
Kavaje	41.18556	19.55694	P	PPLA2	AL	29354		19	Europe/Tirane		
Katundi i Ri	41.40306	19.51806	P	PPLA3	AL	0		7	Europe/Tirane		
Kastrat	42.3525	19.48917	P	PPLA3	AL	0		752	Europe/Tirane		
Kashar	41.34972	19.71028	P	PPLA3	AL	0		202	Europe/Tirane		
Karine	41.06306	19.71611	P	PPLA3	AL	0		31	Europe/Tirane		
Karbunara e Vogel	40.92194	19.71778	P	PPLA3	AL	0		20	Europe/Tirane		
Kamez	41.38167	19.76028	P	PPLA3	AL	11026		55	Europe/Tirane		
Kallmeti i Madh	41.84889	19.68694	P	PPLA3	AL	0		61	Europe/Tirane		
Kallmet	41.41806	19.82139	P	PPLA3	AL	0		132	Europe/Tirane		
Kalenje	40.59	19.77833	P	PPLA3	AL	0		508	Europe/Tirane		
Kajan	40.91417	19.88944	P	PPLA3	AL	0		173	Europe/Tirane		
Kacinar	41.89333	19.89861	P	PPLA3	AL	0		430	Europe/Tirane		
Ishem	41.54528	19.6	P	PPLA3	AL	0		27	Europe/Tirane		
Hysgjokaj	40.97167	19.78972	P	PPLA3	AL	0		142	Europe/Tirane		
Hot	42.36194	19.44417	P	PPLA3	AL	0		91	Europe/Tirane		
Himare	40.10167	19.74472	P	PPLA3	AL	4596		3	Europe/Tirane		
Helmas	41.18028	19.60694	P	PPLA3	AL	0		97	Europe/Tirane		
Hekal	40.56194	19.73583	P	PPLA3	AL	0		336	Europe/Tirane		
